課綱,跨部,跨系,已選,停修,語音代碼,課程代碼,科目代號,課程名稱,課程英文名稱,課程類別,開課班級,必選修,期程,學分,授課教師,時間1,教室1,時間2,教室2,時間3,教室3,備註,跨就微PBL,權責單位,開課人數,實際修課人數,開課鐘點數,教師授課鐘點數,選課登記人數,授課語言,系代碼,選課餘額
◎,V,,V,,6222404,ID224D,ID244,室內設計 (二),Interior Design (2),一般,室設二,必修,半,3,余崇齡,5-1234.,愛樓3F-A,5-5678.,愛樓3F-A,,,曾修「室內設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,92,35.5,2.5,15,國語,6200B,0
◎,V,,V,,6222404,ID224D,ID244,室內設計 (二),Interior Design (2),一般,室設二,必修,半,3,曾濬紳,5-1234.,望樓207,5-5678.,望樓207,,,曾修「室內設計(一)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,110,92,35.5,2.5,15,國語,6200B,0
◎,,,,,6224204,ID242D,ID245,材料及構造(二),Materials and Construction(II),一般,室設二,必修,半,2,陳歷渝,4-78.,室設108,,,,,大二單號同學修習，請勿自行退選換班。,創:PBL課程,室設系,60,51,2,0,3,國語,6200B,0
◎,,,,,6224204,ID242D,ID245,材料及構造(二),Materials and Construction(II),一般,室設二,必修,半,2,翁林寶,4-78.,室設108,,,,,大二單號同學修習，請勿自行退選換班。,創:PBL課程,室設系,60,51,2,2,3,國語,6200B,0
◎,,,,,6224304,ID243D,ID245,材料及構造(二),Materials and Construction(II),一般,室設二,必修,半,2,翁林寶,4-DE.,室設108,,,,,大二雙號同學修習，請勿自行退選換班。,創:PBL課程,室設系,60,44,2,2,3,國語,6200B,0
◎,,,,,6228904,ID289D,ID289,進階表現法,Advanced  Presentation for Interior Design,一般,室設二,選修,半,2,洪逸安,3-DE.,教學605,,,,,大學部108學年度(含)以前入學學生，可修此課程抵認「表現法」。,,室設系,50,58,2,2,77,國語,6200B,0
◎,V,,,,6230204,ID302D,ID302,施工圖(一),Working Drawing(I),一般,室設二,必修,半,1,劉時泳,1-12.,室設203,,,,,108學年度(含)以後入學學生須曾修圖學(一)(二)，方可修習本課程。非同步遠距教學。,創:PBL課程,室設系,50,49,2,1,65,國語,6200B,0
◎,V,,,,6230204,ID302D,ID302,施工圖(一),Working Drawing(I),一般,室設二,必修,半,1,吳燦中,1-12.,室設203,,,,,108學年度(含)以後入學學生須曾修圖學(一)(二)，方可修習本課程。非同步遠距教學。,創:PBL課程,室設系,50,49,2,1,65,國語,6200B,0
◎,V,,,,6230304,ID303D,ID302,施工圖(一),Working Drawing(I),一般,室設二,必修,半,1,吳燦中,2-56.,室設200,,,,,108學年度(含)以後入學學生須曾修圖學(一)(二)，方可修習本課程。,創:PBL課程,室設系,50,44,2,1,49,國語,6200B,0
◎,V,,,,6230304,ID303D,ID302,施工圖(一),Working Drawing(I),一般,室設二,必修,半,1,劉時泳,2-56.,室設200,,,,,108學年度(含)以後入學學生須曾修圖學(一)(二)，方可修習本課程。,創:PBL課程,室設系,50,44,2,1,49,國語,6200B,0
◎,,,,,6234604,ID346D,ID208,室內設計史(二),History of Interior Design(II),一般,室設二,必修,半,2,倪晶瑋,2-78.,教學312,,,,,大二單號同學修習，請勿自行退選換班。,"創:PBL課程,跨:文化資產保存",室設系,60,45,2,2,3,國語,6200B,0
◎,,,,,6234704,ID347D,ID208,室內設計史(二),History of Interior Design(II),一般,室設二,必修,半,2,倪晶瑋,2-CD.,教學312,,,,,大二雙號同學修習，請勿自行退選換班。,"創:PBL課程,跨:文化資產保存",室設系,60,49,2,2,6,國語,6200B,0
◎,,,,,6237204,ID372D,ID372,照明學,Lighting,一般,室設二,選修,半,2,沈海忍,3-B5.,室設108,,,,,,,室設系,30,44,2,1,88,國語,6200B,0
◎,,,,,6237204,ID372D,ID372,照明學,Lighting,一般,室設二,選修,半,2,鄭雅慧,3-B5.,室設108,,,,,,,室設系,30,44,2,1,88,國語,6200B,0
◎,,,,,6237404,ID374D,ID374,室內植栽,Interior Plants,一般,室設二,選修,半,2,莫華榕,2-34.,室設200,,,,,,跨:永續環境,室設系,30,31,2,2,54,國語,6200B,0
◎,,,,,6237704,ID377D,ID202,電腦輔助繪圖(二),Computer-Aided Drawing(II),一般,室設二,必修,半,2,蘇晋暉,4-CDE.,教學709,,,,,非同步遠距教學，大二單號同學修習，請勿自行退選換班。,"創:PBL課程,創:程式設計課程",室設系,60,56,3,3,5,國語,6200B,0
◎,,,,,6237804,ID378D,ID202,電腦輔助繪圖(二),Computer-Aided Drawing(II),一般,室設二,必修,半,2,蘇晋暉,4-B56.,教學709,,,,,非同步遠距教學，大二雙號同學修習，請勿自行退選換班。,"創:PBL課程,創:程式設計課程",室設系,60,48,3,3,5,國語,6200B,0
◎,,,,,6238904,ID389D,ID389,家具規劃,Furniture Planning,一般,室設二,必修,半,2,翁林寶,2-CD.,室設203,,,,,大二單號同學修習，請勿自行退選換班。,創:PBL課程,室設系,60,46,2,2,4,國語,6200B,0
◎,,,,,6239004,ID390D,ID389,家具規劃,Furniture Planning,一般,室設二,必修,半,2,謝文哲,2-78.,室設203,,,,,大二雙號同學修習，請勿自行退選換班。,創:PBL課程,室設系,60,50,2,2,5,國語,6200B,0
,,,V,,6260220,ID602T,ZA114,碩士論文,Thesis,一般,室設碩二,必修,全,3,,,,,,,,,,室設系,60,34,0,0,0,國語,6200B,0
◎,V,,,,6253146,ID531t,ID531,數位空間理論,Space Syntax,一般,室設碩專二,選修,半,3,黃慶輝,1-DEF.,望樓1012,,,,,,創:PBL課程,室設系,25,8,3,3,5,國語,6200B,0
,,,V,,6260246,ID602t,ZA114,碩士論文,Thesis,一般,室設碩專二,必修,全,3,,,,,,,,,,室設系,100,58,0,0,0,國語,6200B,0
◎,,,,,6221407,ID214G,ID214,室內裝修工程實作(二),The Practices of Interior Decoration Construction (II),一般,室設三,選修,半,2,陳文欽,1-EF.,室設203,,,,,,,室設系,15,15,2,2,3,國語,6200B,0
◎,,,V,,6224407,ID244G,ZA421,室內設計  (四),Interior Design Studio (4),一般,室設三,必修,半,4,吳金鳳,2-1234.,愛樓3F-F,2-5678.,愛樓3F-F,,,曾修「室內設計(三)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,79,28,2.5,11,國語,6200B,0
◎,,,V,,6224407,ID244G,ZA421,室內設計  (四),Interior Design Studio (4),一般,室設三,必修,半,4,王菱檥,2-1234.,愛樓3F-C,2-5678.,愛樓3F-C,,,曾修「室內設計(三)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,79,28,2.5,11,國語,6200B,0
◎,,,V,,6224407,ID244G,ZA421,室內設計  (四),Interior Design Studio (4),一般,室設三,必修,半,4,朱啓銘,2-1234.,望樓108,2-5678.,望樓108,,,曾修「室內設計(三)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,79,28,2.5,11,國語,6200B,0
◎,,,V,,6224407,ID244G,ZA421,室內設計  (四),Interior Design Studio (4),一般,室設三,必修,半,4,陳欽河,2-1234.,愛樓3F-D,2-5678.,愛樓3F-D,,,曾修「室內設計(三)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,79,28,2.5,11,國語,6200B,0
◎,,,V,,6224407,ID244G,ZA421,室內設計  (四),Interior Design Studio (4),一般,室設三,必修,半,4,顏毓宏,2-1234.,望樓202,2-5678.,望樓202,,,曾修「室內設計(三)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,79,28,2.5,11,國語,6200B,0
◎,,,V,,6224407,ID244G,ZA421,室內設計  (四),Interior Design Studio (4),一般,室設三,必修,半,4,蔡竺欣,2-1234.,望樓207,2-5678.,望樓207,,,曾修「室內設計(三)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,79,28,2.5,11,國語,6200B,0
◎,,,V,,6224407,ID244G,ZA421,室內設計  (四),Interior Design Studio (4),一般,室設三,必修,半,4,侯娉婷,2-1234.,愛樓3F-A,2-5678.,愛樓3F-A,,,曾修「室內設計(三)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,79,28,2.5,11,國語,6200B,0
◎,,,V,,6224407,ID244G,ZA421,室內設計  (四),Interior Design Studio (4),一般,室設三,必修,半,4,張欽評,2-1234.,愛樓304,2-5678.,愛樓304,,,曾修「室內設計(三)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,79,28,2.5,11,國語,6200B,0
◎,,,V,,6224407,ID244G,ZA421,室內設計  (四),Interior Design Studio (4),一般,室設三,必修,半,4,謝淳鈺,2-1234.,土側104,2-5678.,土側104,,,曾修「室內設計(三)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,79,28,3,11,國語,6200B,0
◎,,,V,,6224407,ID244G,ZA421,室內設計  (四),Interior Design Studio (4),一般,室設三,必修,半,4,何俊宏,2-1234.,愛樓3F-B,2-5678.,愛樓3F-B,,,曾修「室內設計(三)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,79,28,2.5,11,國語,6200B,0
◎,,,V,,6224407,ID244G,ZA421,室內設計  (四),Interior Design Studio (4),一般,室設三,必修,半,4,趙志元,2-1234.,愛樓3F-E,2-5678.,愛樓3F-E,,,曾修「室內設計(三)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,79,28,2.5,11,國語,6200B,0
◎,,,V,,6227207,ID272G,ID303,設計原理(二),Principle of Design(II),一般,室設三,必修,半,2,陳其澎,3-DE.,教學515,,,,,,創:PBL課程,室設系,100,81,2,2,4,國語,6200B,0
◎,,,,,6230907,ID309G,ID309,家具實習,Furniture Practice,一般,室設三,選修,半,2,趙南開,4-56.,望樓1012,4-78.,,,,隔週上課，一次4節，上課日期及地點依老師公告。,,室設系,15,10,2,2,12,國語,6200B,0
◎,,,,,6231507,ID315G,ID315,環境色彩應用專題,Design of Environmental Color,一般,室設三,選修,半,2,魏主榮,5-34.,室設108,,,,,,創:PBL課程,室設系,60,52,2,2,54,國語,6200B,0
◎,,,,,6234407,ID344G,ID344,環境控制系統,Environmental Control Systems,一般,室設三,必修,半,2,吳燦中,3-78.,懷恩207,,,,,非同步遠距教學,創:PBL課程,室設系,50,51,2,2,72,國語,6200B,0
◎,,,,,6234507,ID345G,ID344,環境控制系統,Environmental Control Systems,一般,室設三,必修,半,2,吳燦中,3-56.,教學517,,,,,,創:PBL課程,室設系,50,29,2,2,26,國語,6200B,0
◎,,,,,6235807,ID358G,ID358,設計方法與製程,Design Process and Modeling Study,一般,室設三,選修,半,2,謝淳鈺,5-56.,室設200,,,,,,"創:PBL課程,創:程式設計課程",室設系,30,15,2,2,14,國語,6200B,0
◎,,,,,6239707,ID397G,ID397,日本建築空間解析,Characteristics in Japanese Architecture,一般,室設三,選修,半,2,朱啓銘,4-34.,室設108,,,,,,創:PBL課程,室設系,60,66,2,2,68,國語,6200B,0
◎,,,,,6246807,ID468G,ID468,照明設計,Lighting Design,一般,室設三,選修,半,2,羅伊真,4-CD.,室設203,,,,,,創:PBL課程,室設系,60,50,2,2,45,國語,6200B,0
,,V,,,6289607,ID896G,ID896,全球住宅設計,Global Housing Design,一般,室設三,選修,半,1,,,,,,,,"1.選課後請至edx平台註冊修課。2.免費上課時段為2022/02/07-2022/03/213.課程簡介、平台網址、成績檢核方式請至<a href=""https://reurl.cc/yeKZ92"">https://reurl.cc/yeKZ92</a>網址查詢。4.成績認列方式：學生繳交報告，成績登錄為通過/不通過。磨課師微學分課程。",跨:國際菁英,室設系,30,31,0,0,39,英語,6200B,0
,,V,,,6289707,ID897G,ID897,破解創新：設計思考法,Creativity Breakthrough：Design Thinking,一般,室設三,選修,半,1,,,,,,,,"1. 選課後請至Ewant平台註冊修課。2. 課程簡介、平台網址、成績檢核方式請至<a href=""https://reurl.cc/yeKZ92"">https://reurl.cc/yeKZ92</a>網址查詢。3.成績認列方式：學生繳交報告，成績登錄為通過/不通過。磨課師微學分課程。",,室設系,30,29,0,0,38,國語,6200B,0
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,吳燦中,4-1234.,愛樓105,4-5678.,愛樓105,,,曾修「室內設計(五)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,74,37.5,3,9,國語,6200B,0
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,江建平,4-1234.,愛樓3F-B,4-5678.,愛樓3F-B,,,曾修「室內設計(五)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,74,37.5,2.5,9,國語,6200B,0
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,陳紹平,4-1234.,愛樓3F-D,4-5678.,愛樓3F-D,,,曾修「室內設計(五)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,74,37.5,2.5,9,國語,6200B,0
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,沈冠廷,4-1234.,望樓207,4-5678.,望樓207,,,曾修「室內設計(五)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,74,37.5,2.5,9,國語,6200B,0
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,王子亦,4-1234.,愛樓3F-F,4-5678.,愛樓3F-F,,,曾修「室內設計(五)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,74,37.5,2.5,9,國語,6200B,0
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,劉時泳,4-1234.,愛樓102,4-5678.,愛樓102,,,曾修「室內設計(五)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,74,37.5,2,9,國語,6200B,0
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,田榮瑜,4-1234.,土側103,4-5678.,土側103,,,曾修「室內設計(五)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,74,37.5,2.5,9,國語,6200B,0
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,王玉麟,4-1234.,土側104,4-5678.,土側104,,,曾修「室內設計(五)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,74,37.5,2.5,9,國語,6200B,0
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,郁元,4-1234.,愛樓3F-E,4-5678.,愛樓3F-E,,,曾修「室內設計(五)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,74,37.5,2.5,9,國語,6200B,0
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,廖健程,4-1234.,室設100,4-5678.,室設100,,,曾修「室內設計(五)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,74,37.5,2.5,9,國語,6200B,0
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,朱晏慶,4-1234.,愛樓3F-C,4-5678.,愛樓3F-C,,,曾修「室內設計(五)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,74,37.5,2.5,9,國語,6200B,0
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,甘泰來,4-1234.,愛樓3F-A,4-5678.,愛樓3F-A,,,曾修「室內設計(五)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,74,37.5,2.5,9,國語,6200B,0
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,何頡,4-1234.,望樓201,4-5678.,望樓201,,,曾修「室內設計(五)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,74,37.5,2.5,9,國語,6200B,0
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,趙東洲,4-1234.,望樓202,4-5678.,望樓202,,,曾修「室內設計(五)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,74,37.5,2.5,9,國語,6200B,0
◎,,,V,,6234212,ID342L,ID444,室內設計  (六),Interior Design (6),一般,室設四,必修,半,5,廖亮宜,4-1234.,望樓108,4-5678.,望樓108,,,曾修「室內設計(五)」課程，方可修習本課程。分組上課，上課時間、地點及分組名單依系辦公告。,創:PBL課程,室設系,100,74,37.5,2.5,9,國語,6200B,0
◎,,,,,6238112,ID381L,ID378,室內設計實務(二),Professional Practice (II),一般,室設四,必修,半,2,劉時泳,3-78.,工學115,,,,,非同步遠距教學,創:PBL課程,室設系,50,45,2,2,58,國語,6200B,0
◎,,,,,6238212,ID382L,ID378,室內設計實務(二),Professional Practice (II),一般,室設四,必修,半,2,劉時泳,3-56.,室設200,,,,,,創:PBL課程,室設系,50,26,2,2,25,國語,6200B,0
◎,,,,,6240412,ID404L,AR404,攝影與賞析,Photography and Appreciation,一般,室設四,選修,半,2,謝文哲,2-DE.,室設108,,,,,,,室設系,60,32,2,2,44,國語,6200B,0
◎,,,,,6276112,ID761L,ID761,室內設計法規,Building Codes of Interior Design,一般,室設四,選修,半,2,洪榮良,2-56.,室設108,,,,,,跨:永續環境,室設系,60,39,2,2,47,國語,6200B,0
◎,,,,,6300518,CD005R,CC005,創新設計,Innovation Design,一般,商設碩一,選修,半,3,張晴雯,1-567.,商設302,,,,,,創:PBL課程,商設系,15,11,3,1,8,國語,6300B,0
◎,,,,,6300518,CD005R,CC005,創新設計,Innovation Design,一般,商設碩一,選修,半,3,張光民,1-567.,商設302,,,,,,創:PBL課程,商設系,15,11,3,2,8,國語,6300B,0
◎,,,,,6353718,CD537R,CD537,藝術設計與人文,Art & Design in Humanity,一般,商設碩一,選修,半,3,朱嘉樺,2-DEF.,望樓311,,,,,本課程與碩專班合開,,商設系,15,8,0,0,7,國語,6300B,0
