課綱,跨部,跨系,已選,停修,語音代碼,課程代碼,科目代號,課程名稱,課程英文名稱,課程類別,開課班級,必選修,期程,學分,授課教師,時間1,教室1,時間2,教室2,時間3,教室3,備註,跨就微PBL,權責單位,開課人數,實際修課人數,開課鐘點數,教師授課鐘點數,選課登記人數,授課語言,系代碼,選課餘額
◎,,,V,,5212208,IT122H,ZA122,國際貿易實務,Practice of International Trade,一般,國貿三乙,必修,半,3,郭怡君,3-128.,教學515,,,,,商務華語文教學學程 非同步遠距課程,"創:PBL課程,跨:商務華語文",國貿系,100,98,3,3,46,國語,520AB,0
◎,,,V,,5221708,IT217H,IT217,貨幣銀行學(二),Money and Banking(II),一般,國貿三乙,必修,半,2,俞海琴,2-78.,商學308,,,,,需曾修貨幣銀行學(一),,國貿系,70,77,2,2,16,國語,520AB,0
◎,,,V,,5249308,IT493H,BA493,國際企業管理,International Business Management,一般,國貿三乙,必修,半,3,賴靖憲,5-34B.,商學302,,,,,非同步遠距,,國貿系,80,84,3,3,40,國語,520AB,0
◎,,,,,5290508,IT905H,ME905,專題研究,Independent Study,一般,國貿三乙,必修,半,1,楊奕農,,,,,,,請依指導老師規範上課。,創:PBL課程,國貿系,0,58,3,0.5,1,國語,520AB,0
◎,,,,,5290508,IT905H,ME905,專題研究,Independent Study,一般,國貿三乙,必修,半,1,江長周,,,,,,,請依指導老師規範上課。,創:PBL課程,國貿系,0,58,3,0.5,1,國語,520AB,0
◎,,,,,5290508,IT905H,ME905,專題研究,Independent Study,一般,國貿三乙,必修,半,1,陳宜棻,,,,,,,請依指導老師規範上課。,創:PBL課程,國貿系,0,58,3,0.5,1,國語,520AB,0
◎,,,,,5290508,IT905H,ME905,專題研究,Independent Study,一般,國貿三乙,必修,半,1,李正文,,,,,,,請依指導老師規範上課。,創:PBL課程,國貿系,0,58,3,0.5,1,國語,520AB,0
◎,,,,,5290508,IT905H,ME905,專題研究,Independent Study,一般,國貿三乙,必修,半,1,郭怡君,,,,,,,請依指導老師規範上課。,創:PBL課程,國貿系,0,58,3,0.5,1,國語,520AB,0
◎,,,,,5290508,IT905H,ME905,專題研究,Independent Study,一般,國貿三乙,必修,半,1,黃子玲,,,,,,,請依指導老師規範上課。,創:PBL課程,國貿系,0,58,3,0.5,1,國語,520AB,0
◎,,V,,,5232112,IT321L,IT321,市場開發與管理,Market Development and Management,一般,國貿四甲,選修,半,3,吳治富,2-234.,商學302,,,,,,"創:PBL課程,跨:創意創新創業",國貿系,70,58,3,3,48,國語,520AB,0
◎,,V,,,5242412,IT424L,IT424,金融機構管理實務,Practice of Financial Institutions Management,一般,國貿四甲,選修,半,3,蕭義忠,4-DEF.,商學302,,,,,,就:南山就業學程,國貿系,80,40,3,2,46,國語,520AB,0
◎,,V,,,5242412,IT424L,IT424,金融機構管理實務,Practice of Financial Institutions Management,一般,國貿四甲,選修,半,3,廖仁傑,4-DEF.,商學302,,,,,,就:南山就業學程,國貿系,80,40,3,1,46,國語,520AB,0
◎,,V,,,5242512,IT425L,IT425,國際政經現勢,CURRENT AFFAIRS OF INTERNATIONAL POLITICS AND ECONOMICS,一般,國貿四甲,選修,半,3,吳又茗,4-678.,管理321,,,,,全英語授課,"創:PBL課程,跨:中國大陸經營,跨:國際菁英",國貿系,60,38,3,3,34,英語,520AB,0
◎,,V,,,5243412,IT434L,IT434,貿易研習(二),Seminar on International Trade Practice (2),一般,國貿四甲,選修,半,3,郭怡君,1-678.,商學303,,,,,限曾修習國際貿易實務者,創:PBL課程,國貿系,45,30,3,3,26,國語,520AB,0
◎,,V,,,5243612,IT436L,IT436,商業電子郵件寫作,Business e-mail Writing,一般,國貿四甲,選修,半,2,呂介夫,5-56.,商學301,,,,,,創:PBL課程,國貿系,50,60,2,2,35,國語,520AB,0
◎,,,V,,5247512,IT475L,IT475,國貿法規,International Trade Law,一般,國貿四甲,必修,半,3,林映均,4-234.,商學302,,,,,"全英語授課,",跨:國際菁英,國貿系,70,62,3,3,18,英語,520AB,0
◎,,V,,,5247812,IT478L,IT478,海關實務概論,Introduction to Practice of Customs,一般,國貿四甲,選修,半,3,吳又茗,3-DEF.,教學318,,,,,,,國貿系,80,25,3,3,29,國語,520AB,0
◎,,V,,,5248512,IT485L,IT485,外匯操作理論與實務,Theory and Practice on Foreign Exchange Operation,一般,國貿四甲,選修,半,3,劉曉燕,5-567.,商學302,,,,,,創:PBL課程,國貿系,70,17,3,3,33,國語,520AB,0
◎,,,V,,5260512,IT605L,IT605,國際金融(二),International Finance (II),一般,國貿四甲,必修,半,2,吳博欽,5-12.,商學308,,,,,,,國貿系,80,56,2,1,4,國語,520AB,0
◎,,,V,,5260512,IT605L,IT605,國際金融(二),International Finance (II),一般,國貿四甲,必修,半,2,劉曉燕,5-12.,商學308,,,,,,,國貿系,80,56,2,1,4,國語,520AB,0
◎,,,V,,5260513,IT605M,IT605,國際金融(二),International Finance (II),一般,國貿四乙,必修,半,2,吳博欽,5-34.,商學308,,,,,,,國貿系,80,58,2,1,3,國語,520AB,0
◎,,,V,,5260513,IT605M,IT605,國際金融(二),International Finance (II),一般,國貿四乙,必修,半,2,劉曉燕,5-34.,商學308,,,,,,,國貿系,80,58,2,1,3,國語,520AB,0
◎,,,,,5335218,AC352R,AC352,全球化趨勢下的會計實戰策略研討,Seminar on accounting practical strategies under the trend of globalization,一般,會計碩一,選修,半,1,曹美娟,1-5.,商學409,,,,,為國際會計師事務所就業學程者優先。以人工加選。必須同時修讀審計挑戰與風險。,就:會計師就業學程,會計系,12,2,0,0,4,國語,5300B,0
◎,,,,,5335418,AC354R,AC354,數位浪潮下的審計挑戰與風險研討,Challenges and Risk of Audit under  Digitalization,一般,會計碩一,選修,半,1,曹美娟,1-6.,商學409,,,,,為國際會計師事務所就業學程者優先。以人工加選。必須同時修讀會計實戰研討。,就:會計師就業學程,會計系,12,2,0,0,4,國語,5300B,0
◎,,,,,5346718,AC467R,AC467,機器學習與大數據分析,Machine Learning and Big Data,一般,會計碩一,選修,半,2,莊泉福,3-EF.,管理101,,,,,,就:會計師就業學程,會計系,12,3,0,0,9,國語,5300B,0
◎,,,,,5350318,AC503R,AC503,計量分析(二),Econometrics(II),一般,會計碩一,選修,半,3,單騰笙,4-678.,商學402,,,,,,,會計系,25,21,3,3,19,國語,5300B,0
◎,,,,,5350618,AC506R,AC506,綠色會計專題研討,Seminar on Green Accounting,一般,會計碩一,選修,半,3,李先莉,2-234.,商學402,,,,,,就:會計師就業學程,會計系,12,13,3,3,23,國語,5300B,0
◎,,,V,,5350918,AC509R,AC509,財務會計理論,Financial Accounting Theory,一般,會計碩一,必修,半,3,廖益興,2-567.,商學402,,,,,,,會計系,30,23,3,1.5,0,國語,5300B,0
◎,,,V,,5350918,AC509R,AC509,財務會計理論,Financial Accounting Theory,一般,會計碩一,必修,半,3,黃美珠,2-567.,商學402,,,,,,,會計系,30,23,3,1.5,0,國語,5300B,0
◎,,,,,5358818,AC588R,AC588,會計人企業購併新思維,New Thinking of Mergers and Acquisitions: Accounting Perspective,一般,會計碩一,選修,半,2,李慧慈,3-8C.,管理401,,,,,全英語授課,"跨:國際菁英,就:會計師就業學程",會計系,12,1,0,0,0,英語,5300B,0
◎,,,,,5358818,AC588R,AC588,會計人企業購併新思維,New Thinking of Mergers and Acquisitions: Accounting Perspective,一般,會計碩一,選修,半,2,曹美娟,3-8C.,管理401,,,,,全英語授課,"跨:國際菁英,就:會計師就業學程",會計系,12,1,0,0,0,英語,5300B,0
◎,,,V,,5360118,AC601R,AC601,高等管理會計,Advanced Managerial Accounting,一般,會計碩一,必修,半,3,黃朝信,5-234.,商學402,,,,,,創:PBL課程,會計系,30,23,3,3,0,國語,5300B,0
◎,,,,,5361218,AC612R,AC612,證券分析及投資管理,Security Analysis and Investment ,一般,會計碩一,選修,半,3,胡為善,3-678.,商學201,,,,,,就:會計師就業學程,會計系,20,20,0,0,20,國語,5300B,0
◎,,,,,5362818,AC628R,AC628,會計資訊與資本市場,Accounting Information and Capital Market,一般,會計碩一,選修,半,3,劉立倫,4-234.,商學402,,,,,,就:會計師就業學程,會計系,30,21,3,3,21,國語,5300B,0
◎,,,V,,5350944,AC509r,AC509,財務會計理論,Financial Accounting Theory,一般,會計碩專一,必修,半,3,林江亮,1-EFG.,商學402,,,,,,,會計系,30,6,3,3,0,國語,5300B,0
◎,,,V,,5360244,AC602r,AC602,高等審計學,Advanced Auditing,一般,會計碩專一,必修,半,3,廖益興,3-EFG.,商學402,,,,,,,會計系,20,6,3,3,0,國語,5300B,0
◎,,,,,5360944,AC609r,AC609,計量分析(一),Quantitative Analysis for Business Research (1),一般,會計碩專一,選修,半,3,高儷華,4-EFG.,商學401,,,,,,,會計系,12,6,3,3,4,國語,5300B,0
◎,,,V,,5300001,AC000A,GQ000,自然科學與人工智慧導論,Introduction to Natural Science and Artificial Intelligence,科學,會計一甲,必修,半,2,鄭淑禎,2-78.,教學409,,,,,,創:PBL課程,通識中心,65,63,0,2,4,國語,5300B,0
◎,,,V,,5304801,AC048A,ZA048,民法概要,Civil Code,一般,會計一甲,選修,半,3,陳惠平,1-567.,教學518,,,,,,,會計系,60,56,3,3,2,國語,5300B,0
◎,,V,,,5305901,AC059A,ZA612,英語聽講(二),English Listening and Speaking in Lab (II),英聽,會計一甲,必修,半,1,孟子辰,5-56.,全人302,,,,,須繳語言實習費600元,,語言中心,57,52,0,2,0,英語,5300B,0
◎,,,,,5310701,AC107A,AC107,會計職涯規劃與競爭力養成,Career Planning and Competitiveness on Accounting Profession,一般,會計一甲,選修,半,1,黃美珠,1-CD.,商學408,,,,,,就:會計師就業學程,會計系,65,52,1,1,89,國語,5300B,0
◎,,,V,,5310901,AC109A,AC109,財務數學(二),Mathematical Finance II,一般,會計一甲,選修,半,1,陳育欣,3-8C.,商學409,,,,,,,會計系,60,56,1,1,3,國語,5300B,0
◎,,,V,,5312101,AC121A,ZA121,管理學,Management,一般,會計一甲,必修,半,3,黃文佐,5-234.,教學509,,,,,,創:PBL課程,會計系,60,56,3,3,3,國語,5300B,0
◎,,,V,,5324001,AC240A,MI240,經濟學(二),Economics(II),一般,會計一甲,必修,半,3,楊奕農,3-567.,教學518,2-CD.,,,,實習課時間為2-CD,"創:PBL課程,就:南山就業學程",會計系,60,71,3,3,16,國語,5300B,0
◎,,,V,,5324101,AC241A,AC241,會計學(二),Financial Accounting II,一般,會計一甲,必修,半,3,陳計良,2-234.,商學408,4-CD.,,,,實習課時間4-CD，未能修習者請退選,"就:兆豐銀行就業學程,微:會計系微型學程",會計系,60,72,3,3,25,國語,5300B,0
◎,,,V,,5324501,AC245A,AC245,稅務法規(二),Regulations of Taxation (II),一般,會計一甲,必修,半,2,張敏蕾,1-34.,商學409,,,,,,"創:PBL課程,微:會計系微型學程",會計系,60,72,2,2,21,國語,5300B,0
◎,,,,,5360901,AC609A,ZA610,英文(二),English (II),一般,會計一甲,必修,半,1,張若妍,4-78.,教學805,,,,,,,語言中心,45,34,2,2,1,英語,5300B,0
◎,,,V,,5380101,AC801A,GQ801,語文與修辭,Literacy and Rhetoric,修辭,會計一甲,必修,半,2,段宜廷,4-34.,教學815,,,,,,創:PBL課程,通識中心,72,56,2,2,5,國語,5300B,0
◎,,,V,不得停修,5394501,AC945A,ZA620,體育二,Physical Education (II),體育,會計一甲,必修,半,0,詹益城,4-56.,,,,,,會計甲班,,體育室,60,57,0,2,2,國語,5300B,0
,,,,,5399101,AC991A,ZA996,環境服務學習（二）,Environment  Service-Learning（II）,一般,會計一甲,必修,半,0,,3-B.,,,,,,缺席2次未補課即扣考，下學期需加選重修,,學務處,0,30,0,0,1,國語,5300B,0
,,,,,5399201,AC992A,ZA996,環境服務學習（二）,Environment  Service-Learning（II）,一般,會計一甲,必修,半,0,,3-B.,,,,,,缺席2次未補課即扣考，下學期需加選重修,,學務處,0,32,0,0,0,國語,5300B,0
◎,,,V,,5304802,AC048B,ZA048,民法概要,Civil Code,一般,會計一乙,選修,半,3,許睿元,5-678.,教學509,,,,,,,會計系,60,57,3,3,4,國語,5300B,0
◎,,V,,,5305902,AC059B,ZA612,英語聽講(二),English Listening and Speaking in Lab (II),英聽,會計一乙,必修,半,1,劉季音,5-34.,全人301,,,,,須繳語言實習費600元,,語言中心,57,56,0,2,0,英語,5300B,0
◎,,,V,,5310902,AC109B,AC109,財務數學(二),Mathematical Finance II,一般,會計一乙,選修,半,1,陳育欣,3-56.,懷恩204,,,,,,,會計系,60,55,1,0.5,1,國語,5300B,0
◎,,,V,,5310902,AC109B,AC109,財務數學(二),Mathematical Finance II,一般,會計一乙,選修,半,1,張敏蕾,3-56.,懷恩204,,,,,,,會計系,60,55,1,0.5,1,國語,5300B,0
◎,,,V,,5324002,AC240B,MI240,經濟學(二),Economics(II),一般,會計一乙,必修,半,3,江長周,4-234.,教學518,2-CD.,,,,實習課時間為2-CD,就:南山就業學程,會計系,65,63,3,3,9,國語,5300B,0
◎,,,V,,5324102,AC241B,AC241,會計學(二),Financial Accounting II,一般,會計一乙,必修,半,3,丁嬋娟,2-567.,商學408,4-CD.,,,,實習課時間4-CD，未能修習者請退選,"就:兆豐銀行就業學程,微:會計系微型學程",會計系,60,62,3,3,8,國語,5300B,0
◎,,,V,,5324502,AC245B,AC245,稅務法規(二),Regulations of Taxation (II),一般,會計一乙,必修,半,2,張敏蕾,1-78.,商學409,,,,,,"創:PBL課程,微:會計系微型學程",會計系,60,64,2,2,9,國語,5300B,0
◎,,,,,5360902,AC609B,ZA610,英文(二),English (II),一般,會計一乙,必修,半,1,邱智銘,4-78.,懷恩207,,,,,,,語言中心,45,35,2,2,0,英語,5300B,0
◎,,,,,5360908,AC609H,ZA610,英文(二),English (II),一般,會計一乙,必修,半,2,龐美華,4-EFG.,教學415B,,,,,,,語言中心,45,46,0,3,2,英語,5300B,0
◎,,,V,,5380102,AC801B,GQ801,語文與修辭,Literacy and Rhetoric,修辭,會計一乙,必修,半,2,陳惠鈴,3-78.,教學815,,,,,,創:PBL課程,通識中心,72,57,2,2,5,國語,5300B,0
◎,,,V,,5388802,AC888B,GE726,運算思維與程式設計,Computational thinking and programming,科技,會計一乙,必修,半,2,莊泉福,1-56.,教學705,,,,,,創:程式設計課程,通識中心,65,54,0,2,1,國語,5300B,0
◎,,,V,不得停修,5394502,AC945B,ZA620,體育二,Physical Education (II),體育,會計一乙,必修,半,0,陳建廷,2-34.,,,,,,會計乙班,,體育室,60,57,0,1,0,國語,5300B,0
◎,,,V,不得停修,5394502,AC945B,ZA620,體育二,Physical Education (II),體育,會計一乙,必修,半,0,林國全,2-34.,,,,,,會計乙班,,體育室,60,57,0,1,0,國語,5300B,0
,,,,,5399102,AC991B,ZA996,環境服務學習（二）,Environment  Service-Learning（II）,一般,會計一乙,必修,半,0,,3-B.,,,,,,缺席2次未補課即扣考，下學期需加選重修,,學務處,0,30,0,0,0,國語,5300B,0
,,,,,5399202,AC992B,ZA996,環境服務學習（二）,Environment  Service-Learning（II）,一般,會計一乙,必修,半,0,,3-B.,,,,,,缺席2次未補課即扣考，下學期需加選重修,,學務處,0,27,0,0,0,國語,5300B,0
◎,,,V,,5300003,AC000C,GQ000,自然科學與人工智慧導論,Introduction to Natural Science and Artificial Intelligence,科學,會計一丙,必修,半,2,林志輝,2-12.,教學409,,,,,,,通識中心,65,61,0,2,8,國語,5300B,0
◎,,,V,,5304803,AC048C,ZA048,民法概要,Civil Code,一般,會計一丙,選修,半,3,陳惠平,2-34B.,商學301,,,,,稅法學程選修課程,,會計系,60,58,3,3,4,國語,5300B,0
◎,,V,,,5305903,AC059C,ZA612,英語聽講(二),English Listening and Speaking in Lab (II),英聽,會計一丙,必修,半,1,祝鳳儀,3-56.,全人301,,,,,須繳語言實習費600元,,語言中心,57,57,0,2,2,英語,5300B,0
◎,,,V,,5310903,AC109C,AC109,財務數學(二),Mathematical Finance II,一般,會計一丙,選修,半,1,陳育欣,3-12.,商學408,,,,,,,會計系,60,56,1,1,3,國語,5300B,0
◎,,,V,,5312103,AC121C,ZA121,管理學,Management,一般,會計一丙,必修,半,3,蔡文鈞,2-678.,教學518,,,,,,創:PBL課程,會計系,60,56,3,3,2,國語,5300B,0
◎,,,V,,5324003,AC240C,MI240,經濟學(二),Economics(II),一般,會計一丙,必修,半,3,朱珊瑩,5-567.,教學518,2-CD.,,,,實習課時間為2-CD,就:南山就業學程,會計系,65,52,3,3,7,國語,5300B,0
◎,,,V,,5324103,AC241C,AC241,會計學(二),Financial Accounting II,一般,會計一丙,必修,半,3,鄭淩淇,1-567.,管理401,4-CD.,,,,實習課時間4-CD，未能修習者請退選,"就:兆豐銀行就業學程,微:會計系微型學程",會計系,60,58,3,3,9,國語,5300B,0
◎,,,V,,5324503,AC245C,AC245,稅務法規(二),Regulations of Taxation (II),一般,會計一丙,必修,半,2,張敏蕾,1-12.,商學409,,,,,,"創:PBL課程,微:會計系微型學程",會計系,60,62,2,2,8,國語,5300B,0
◎,,,,,5360903,AC609C,ZA610,英文(二),English (II),一般,會計一丙,必修,半,1,荊行倫,4-78.,教學405A,,,,,,,語言中心,45,40,2,2,0,英語,5300B,0
◎,,,,,5360904,AC609D,ZA610,英文(二),English (II),一般,會計一丙,必修,半,1,張俶真,4-78.,教學405B,,,,,,,語言中心,45,43,0,2,0,英語,5300B,0
◎,,,,,5360905,AC609E,ZA610,英文(二),English (II),一般,會計一丙,必修,半,1,羅偕文,4-78.,教學415A,,,,,,,語言中心,45,46,0,2,0,英語,5300B,0
◎,,,,,5360906,AC609F,ZA610,英文(二),English (II),一般,會計一丙,必修,半,1,龐美華,4-78.,教學415B,,,,,,,語言中心,45,44,0,2,0,英語,5300B,0
◎,,,,,5360907,AC609G,ZA610,英文(二),English (II),一般,會計一丙,必修,半,1,施嘉琪,4-78.,懷恩103,,,,,,,語言中心,45,45,0,2,0,英語,5300B,0
◎,,,V,,5380103,AC801C,GQ801,語文與修辭,Literacy and Rhetoric,修辭,會計一丙,必修,半,2,葉常泓,3-78.,懷恩103,,,,,,,通識中心,64,55,2,2,2,國語,5300B,0
◎,,,V,不得停修,5394503,AC945C,ZA620,體育二,Physical Education (II),體育,會計一丙,必修,半,0,詹益城,1-34.,,,,,,會計丙班,,體育室,60,53,0,2,3,國語,5300B,0
,,,,,5399103,AC991C,ZA996,環境服務學習（二）,Environment  Service-Learning（II）,一般,會計一丙,必修,半,0,,4-B.,,,,,,缺席2次未補課即扣考，下學期需加選重修,,學務處,0,27,0,0,1,國語,5300B,0
,,,,,5399203,AC992C,ZA996,環境服務學習（二）,Environment  Service-Learning（II）,一般,會計一丙,必修,半,0,,4-B.,,,,,,缺席2次未補課即扣考，下學期需加選重修,,學務處,0,27,0,0,3,國語,5300B,0
,,,V,,5313820,AC138T,ZA138,論文,Thesis,一般,會計碩二,必修,全,3,,,,,,,,,,會計系,40,17,0,0,1,國語,5300B,0
◎,,,,,5358720,AC587T,AC587,會計人公司治理挑戰與決策,Challenges of  Corporate Governance: Accounting Perspective,一般,會計碩二,選修,半,2,陳育欣,5-56.,商學409,,,,,全英語授課,"跨:國際菁英,就:會計師就業學程",會計系,10,2,0,0,0,英語,5300B,0
◎,,,,,5358720,AC587T,AC587,會計人公司治理挑戰與決策,Challenges of  Corporate Governance: Accounting Perspective,一般,會計碩二,選修,半,2,張敏蕾,5-56.,商學409,,,,,全英語授課,"跨:國際菁英,就:會計師就業學程",會計系,10,2,0,0,0,英語,5300B,0
◎,,,,,5358920,AC589T,AC589,產業會計與審計專題研討,Seminar on Industrial Accounting and Auditing,一般,會計碩二,選修,半,3,江采燕,6-234.,商學402,,,,,,,會計系,15,3,0,0,2,國語,5300B,0
◎,,,,,5358920,AC589T,AC589,產業會計與審計專題研討,Seminar on Industrial Accounting and Auditing,一般,會計碩二,選修,半,3,張敏蕾,6-234.,商學402,,,,,,,會計系,15,3,0,0,2,國語,5300B,0
◎,,,V,,5364420,AC644T,AC644,會計研究專題研討  (二),Accounting Research Workshop (2),一般,會計碩二,選修,半,2,林江亮,3-56.,商學402,,,,,碩二生必選修.碩一生不得選修,就:會計師就業學程,會計系,30,17,2,2,1,國語,5300B,0
◎,,,,,5364820,AC648T,AC648,政府會計專題研討,Seminar in Governmental Accounting Issues,一般,會計碩二,選修,半,3,林江亮,1-567.,商學402,,,,,,,會計系,10,5,3,3,7,國語,5300B,0
◎,,,V,,5364920,AC649T,BA649,企業倫理專題,Special Topics on Business Ethics,一般,會計碩二,必修,半,2,林江亮,1-34.,商學402,,,,,,,會計系,30,17,2,2,1,國語,5300B,0
,,,V,,5313846,AC138t,ZA138,論文,Thesis,一般,會計碩專二,必修,全,3,,,,,,,,,,會計系,40,12,0,0,1,國語,5300B,0
◎,,,,,5358946,AC589t,AC589,產業會計與審計專題研討,Seminar on Industrial Accounting and Auditing,一般,會計碩專二,選修,半,3,江采燕,6-234.,商學402,,,,,,,會計系,15,6,3,3,4,國語,5300B,0
◎,,,,,5358946,AC589t,AC589,產業會計與審計專題研討,Seminar on Industrial Accounting and Auditing,一般,會計碩專二,選修,半,3,張敏蕾,6-234.,商學402,,,,,,,會計系,15,6,3,0,4,國語,5300B,0
◎,,,V,,5364946,AC649t,BA649,企業倫理專題,Special Topics on Business Ethics,一般,會計碩專二,必修,半,2,林江亮,2-EF.,商學402,,,,,,,會計系,12,12,2,2,1,國語,5300B,0
◎,,,,,5305304,AC053D,ZA053,財政學,Public Finance,一般,會計二甲,選修,半,3,黃子玲,5-234.,管理321,,,,,政府及非營利學程選修課程,創:PBL課程,會計系,60,41,3,3,66,國語,5300B,0
◎,,,V,,5320204,AC202D,AC202,中級會計學(二),Intermediate Accounting Ⅱ,一般,會計二甲,必修,半,3,吳冠勲,1-567.,商學408,3-CD.,,,,實習課時間3-CD.中級會計學(一)須達50分,,會計系,60,60,3,3,13,國語,5300B,0
◎,,,,,5321004,AC210D,AC210,租稅實務,Practice of Tax Regulations,一般,會計二甲,選修,半,3,陳志明,2-EFG.,教學515,,,,,曾修過「租稅申報實務」者不得選修,就:會計師就業學程,會計系,60,61,3,1,115,國語,5300B,0
◎,,,,,5321004,AC210D,AC210,租稅實務,Practice of Tax Regulations,一般,會計二甲,選修,半,3,李應淞,2-EFG.,教學515,,,,,曾修過「租稅申報實務」者不得選修,就:會計師就業學程,會計系,60,61,3,2,115,國語,5300B,0
◎,,,V,,5323804,AC238D,MI238,統計學(二),Statistics(II),一般,會計二甲,必修,半,3,黃朝信,4-567.,商學409,,,,,,"就:南山就業學程,就:富邦人壽就業學程",會計系,65,60,3,3,6,國語,5300B,0
◎,,,V,,5345404,AC454D,AC454,成本會計(二),Cost Accounting (II),一般,會計二甲,必修,半,3,廖益興,2-234.,管理401,1-CD.,,,,實習課時間1-CD,,會計系,60,84,3,3,40,國語,5300B,0
◎,,,,,5310005,AC100E,AC100,會計應用軟體,Accounting Application Software,一般,會計二乙,選修,半,3,莊泉福,2-EFG.,管理101,,,,,資訊稽核學程選修課程,,會計系,60,60,3,3,134,國語,5300B,0
◎,,,V,,5320205,AC202E,AC202,中級會計學(二),Intermediate Accounting Ⅱ,一般,會計二乙,必修,半,3,丁嬋娟,3-567.,商學408,3-CD.,,,,實習課時間3-CD.中級會計學(一)須達50分,,會計系,60,59,3,3,21,國語,5300B,0
◎,,,V,,5323805,AC238E,MI238,統計學(二),Statistics(II),一般,會計二乙,必修,半,3,李德冠,4-567.,管理401,,,,,,"就:南山就業學程,就:富邦人壽就業學程",會計系,60,64,3,3,15,國語,5300B,0
◎,,,V,,5345405,AC454E,AC454,成本會計(二),Cost Accounting (II),一般,會計二乙,必修,半,3,張淑清,2-567.,管理401,1-CD.,,,,實習課時間1-CD,,會計系,60,82,3,3,51,國語,5300B,0
◎,,,V,,5320206,AC202F,AC202,中級會計學(二),Intermediate Accounting Ⅱ,一般,會計二丙,必修,半,3,黃美珠,4-234.,管理401,3-CD.,,,,實習課時間3-CD.中級會計學(一)須達50分,,會計系,60,74,3,3,38,國語,5300B,0
◎,,,V,,5323806,AC238F,MI238,統計學(二),Statistics(II),一般,會計二丙,必修,半,3,李德冠,2-678.,管理321,,,,,,"就:南山就業學程,就:富邦人壽就業學程",會計系,60,57,3,3,6,國語,5300B,0
◎,,,V,,5345406,AC454F,AC454,成本會計(二),Cost Accounting (II),一般,會計二丙,必修,半,3,張淑清,3-567.,管理401,1-CD.,,,,實習課時間1-CD,,會計系,60,79,3,3,40,國語,5300B,0
◎,,,,,5304107,AC041G,AC249,實用英文(四),Practical English (IV),一般,會計三甲,必修,半,1,祝鳳儀,1-78.,教學401,,,,,,,商學院,35,27,2,2,0,英語,5300B,0
◎,,,,,5304207,AC042G,AC249,實用英文(四),Practical English (IV),一般,會計三甲,必修,半,1,陳淑琦,1-78.,教學509,,,,,,,商學院,35,31,2,2,0,英語,5300B,0
◎,,,V,,5335007,AC350G,AC350,策略性財務報表分析,Strategic Financial Statement Analysis,一般,會計三甲,必修,半,3,張淑清,1-234.,商學408,,,,,,創:PBL課程,會計系,60,63,3,3,7,國語,5300B,0
◎,,,,,5335207,AC352G,AC352,全球化趨勢下的會計實戰策略研討,Seminar on accounting practical strategies under the trend of globalization,一般,會計三甲,選修,半,1,曹美娟,1-5.,商學409,,,,,為國際會計師事務所就業學程者優先。以人工加選。必須同時修讀審計挑戰與風險。,就:會計師就業學程,會計系,60,60,1,1,38,國語,5300B,0
◎,,,,,5335307,AC353G,AC353,數位浪潮下審計實務新視界,New Vision on Audit Practice under  Digitalization,一般,會計三甲,選修,半,2,羅筱靖,3-12.,商學409,,,,,為國際會計師事務所就業學程者優先。以人工加選。,就:會計師就業學程,會計系,60,61,2,2,43,國語,5300B,0
◎,,,V,,5343507,AC435G,AC435,高等會計學(一),Advanced Accounting  Ι,一般,會計三甲,必修,半,3,李慧慈,5-567.,管理401,5-CD.,,,,實習課時間5-CD,,會計系,65,65,3,3,9,國語,5300B,0
◎,,,V,,5345207,AC452G,AC452,審計學(二),Auditing (II),一般,會計三甲,必修,半,3,李慧慈,5-234.,商學409,,,,,,,會計系,60,60,3,3,3,國語,5300B,0
◎,,,,,5304108,AC041H,AC249,實用英文(四),Practical English (IV),一般,會計三乙,必修,半,1,吳自蓉,1-78.,教學415A,,,,,,,商學院,35,27,2,2,0,英語,5300B,0
◎,,,,,5304208,AC042H,AC249,實用英文(四),Practical English (IV),一般,會計三乙,必修,半,1,呂家茵,1-78.,教學805,,,,,,,商學院,35,28,2,2,0,英語,5300B,0
◎,,,V,,5335008,AC350H,AC350,策略性財務報表分析,Strategic Financial Statement Analysis,一般,會計三乙,必修,半,3,李先莉,3-567.,商學409,,,,,,創:PBL課程,會計系,60,57,3,3,6,國語,5300B,0
◎,,,,,5335108,AC351H,AC351,財務會計準則新趨勢,Current Trend of Financial Reporting Standards,一般,會計三乙,選修,半,3,丁嬋娟,4-567.,商學408,,,,,會計系四大學程資訊稽核學程選修課程。,就:會計師就業學程,會計系,60,24,3,3,39,國語,5300B,0
◎,,,,,5335408,AC354H,AC354,數位浪潮下的審計挑戰與風險研討,Challenges and Risk of Audit under  Digitalization,一般,會計三乙,選修,半,1,曹美娟,1-6.,商學409,,,,,為國際會計師事務所就業學程者優先。以人工加選。必須同時修讀會計實戰研討。,就:會計師就業學程,會計系,60,60,1,1,36,國語,5300B,0
◎,,,V,,5343508,AC435H,AC435,高等會計學(一),Advanced Accounting  Ι,一般,會計三乙,必修,半,3,單騰笙,5-34B.,管理401,5-CD.,,,,實習課時間5-CD,,會計系,60,59,3,3,10,國語,5300B,0
◎,,,V,,5345208,AC452H,AC452,審計學(二),Auditing (II),一般,會計三乙,必修,半,3,李先莉,2-567.,商學409,,,,,,,會計系,60,53,3,3,5,國語,5300B,0
